Date_time,Disposition,Site_name,Site_at,Start_NAD83_East,Start_NAD83_North,End_NAD83_East,End_NAD83_North,Dry_site,System_type,Water_source,Length_m,Width_m,Hour,Minute,End_time,Total_survey_time,Habitat_type,Precipitation,Air_temp_150cm_C,Water_tmp_5cm_C,Relative_humidity,Wind_speed,Floating_veg_perc,Floating_species,Submerged_veg_perc,Submerged_species,Emergent_veg_perc,Emergent_species,Perimeter_veg_perc,Perimeter_species,Comments
2023-10-17T20:47:00Z,observed,Antelope Tank,Appleton-Whittell,545962,3497043,NA,NA,no,tank,well,8,8,20,47,2059,12,lentic,none,19.600000000000001,17.899999999999999,45.8,windy,30,algae,75,"chara, algae",20,"Eleocharis, grasses",50,"grasses, forbs","adults 60-85mm, juvs 45-55mm, tads 50-60mm"
2023-10-17T21:09:00Z,none,Finley Tank,Appleton-Whittell,547991,3496884,NA,NA,no,stock tank,well,13,12,21,09,2116,7,lentic,none,20.100000000000001,15.3,42,still,90,"Lemma, algae",0,NA,30,"Eleocharis, Scirpus",70,"Eleocharis, grasses, willow, forbs",NA
2023-10-17T21:37:00Z,none,McDaniel Well Tank,Appleton-Whittell,547466,3493573,NA,NA,no,stock tank,well,13,11,21,37,2147,10,lentic,none,17.399999999999999,16.899999999999999,44.5,still,5,Lemma,100,"Potamogeton, algae",50,Eleocharis,100,Eleocharis,NA
2023-10-17T22:17:00Z,observed,Tellas Tank,Appleton-Whittell,546769,3497848,NA,NA,no,stock tank,well,11,8,22,17,2224,7,lentic,none,16.899999999999999,15.4,47.1,still,100,Lemma,0,NA,35,grasses,90,"grasses, cocklebur","small adults, 65-70mm. Well not flowing; tank looks LOW"
2023-10-18T18:45:00Z,none,Lower ODonell Creek,Canelo,545159,3492688,545290,3492901,yes,stream,spring,NA,NA,18,45,1910,25,lotic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,"DRY. Start at TNC fence, surveyed down to Quartz Pool, all dry."
2023-10-18T19:01:00Z,none,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,3,19,01,1917,16,lotic,none,12.5,17.899999999999999,52.4,still,0,NA,10,algae,30,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-10-18T19:23:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,5,19,23,1942,19,lotic,none,12.5,14,52.4,still,0,NA,10,algae,20,"willow, grasses, Eleocharis, forbs",100,"willow, grasses, Eleocharis, forbs",NA
2023-10-18T20:05:00Z,none,Jelk's Pond,Canelo,544907,3490711,NA,NA,no,stock tank,spring,70,21,20,05,2015,10,lentic,none,15.7,18.899999999999999,41.6,still,0,NA,10,"Potamogeton, algae",50,"grasses, Typha, willow",40,"grasses, Typha, forbs, willow",crayfish
2023-10-18T20:16:00Z,none,Jelk's Creek,Canelo,544911,3490736,544984,3490993,no,stream,spring,NA,12,20,16,2045,29,lotic,none,15.7,18.899999999999999,41.6,still,60,"Lemma, algae",5,algae,70,"Scirpus, Typha, willlow, grasses",100,"grasses, willow, cottonwood, forbs",NA
2023-10-19T15:51:00Z,observed,"Canelo Springs Ranch, stream section",Canelo,546451,3488206,546356,3487664,no,stream,spring,NA,8,15,51,1606,15,lentic,none,29.6,22.5,18.399999999999999,breezy,20,"Lemma, algae",0,NA,20,grasses,100,grasses,65-80mm. All frogs were in the first pool at start UTM. Everything above stream from there is dry.
2023-10-19T16:19:00Z,observed,"Canelo Springs Ranch, Pond 2",Canelo,546368,3488570,NA,NA,no,stock tank,spring,37,24,16,19,1625,6,lentic,none,29.6,23,18.399999999999999,breezy,100,Lemma,0,NA,0,NA,0,0,"adult apx 120mm, juvs 65-80mm"
2023-10-19T16:30:00Z,observed,"Canelo Springs Ranch, Pond 1",Canelo,546537,3488286,NA,NA,no,stock tank,runoff,69,27,16,30,1637,7,lentic,none,29.6,22.3,18.399999999999999,breezy,0,NA,0,NA,5,grasses,0,0,"85-100mm SVL. Cows present, more frogs likely present"
2023-10-19T16:45:00Z,observed,"Canelo Springs Ranch, Pond 4",Canelo,546426,3488891,NA,NA,no,stock tank,runoff,51,33,16,45,1655,10,lentic,none,29.6,22.7,18.399999999999999,breezy,60,algae,75,"Potamogeton, algae",5,grasses,100,"grasses, forbs","adults 120-170mm, juvs 65-90mm"
2023-10-19T16:55:00Z,observed,"Canelo Springs Ranch, Pond 3",Canelo,546375,3488851,NA,NA,no,stock tank,runoff,88,31,16,55,1705,10,lentic,none,29.6,22.3,18.399999999999999,breezy,0,NA,15,algae,5,grasses,20,"grasses, forbs",65-90mm. Cows present
2023-10-19T18:42:00Z,observed,Springwater Wetland,LCNCA,539161,3518944,NA,NA,no,wetland,spring,36,12,18,42,1854,12,lentic,none,18.7,17.899999999999999,39,still,100,Lemma,0,NA,10,"Eleocharis, grasses",70,"grasses, Eleocharis, Typha, willow",70-80mm. Water level is very low; spring flow still trickling in though
2023-10-19T19:35:00Z,observed,Lower Empire Gulch,LCNCA,538715,3518705,538794,3519113,no,stream,spring,NA,12,19,35,2215,160,lotic,none,14.2,19.399999999999999,43.7,still,90,Lemma,0,NA,15,"willow, Scirpus, Eleocharis, forbs",100,"willow, Scirpus, Eleocharis, forbs","adults 65-90mm, juvs apx 50mm. Start UTM pool to right (upstream) when approaching was nearly dry. A long stretch of the middle of the survey stretch was also dry."
2023-10-19T20:36:00Z,observed,Heart Wetlands,LCNCA,538043,3517859,NA,NA,no,wetland,spring,nr,nr,20,36,2043,7,lentic,none,14.4,16.399999999999999,40.200000000000003,still,100,Lemma,0,NA,0,NA,85,"sedge, grasses","70-75mm, water level low"
2023-10-19T20:45:00Z,observed,Crescent Wetlands,LCNCA,538110,3517840,NA,NA,no,wetland,spring,nr,nr,20,45,2050,5,lentic,none,14.4,16.2,40.200000000000003,still,10,Lemma,50,Potamogeton,15,"forbs, Scirpus, grasses",100,"Typha, Scirpus, grasses, forbs",apx 75mm. A dozen ducks present; possibly spooked observable frogs.
2023-10-19T20:52:00Z,observed,Egret Wetlands,LCNCA,538073,3517773,NA,NA,no,wetland,spring,nr,nr,20,52,2057,5,lentic,none,14.4,18.5,40.200000000000003,still,10,Lemma,0,NA,10,"Eleocharis, Scirpus",90,"Eleocharis, Scirpus, grasses, forbs",70-80mm
2023-10-20T09:40:00Z,none,Double Reed Tank,San Rafael Valley,544020,3478543,NA,NA,yes,stock tank,runoff,NA,NA,09,40,941,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-20T09:51:00Z,none,Section 17-18 Tank,San Rafael Valley,543319,3477687,NA,NA,yes,stock tank,runoff,NA,NA,09,51,952,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-20T10:10:00Z,none,Eddie #2 Tank,San Rafael Valley,544532,3477480,NA,NA,no,stock tank,runoff,19,15,10,10,1014,4,lentic,none,29.8,19.2,20.6,still,0,NA,0,NA,0,NA,0,0,NA
2023-10-20T10:34:00Z,observed,Leslie Tank,San Rafael Valley,545439,3476729,NA,NA,no,stock tank,runoff,30,20,10,34,1043,9,lentic,none,32.4,19.2,18.600000000000001,still,10,Hydrocotyl,10,Potamogeton,0,NA,90,grasses,80-90mm SVL
2023-10-20T11:35:00Z,none,Dove Tank,San Rafael Valley,544038,3476212,NA,NA,yes,stock tank,runoff,NA,NA,11,35,1136,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-20T12:37:00Z,none,Cow Bones Tank,San Rafael Valley,542262,3479763,NA,NA,no,stock tank,runoff,12,9,12,37,1241,4,lentic,none,32.6,n/a,15.6,still,10,algae,0,NA,0,NA,0,0,NA
2023-10-25T12:32:00Z,none,Cloud Tank,Cobre Ridge BZ,465174,3487839,NA,NA,yes,stock tank,runoff,NA,NA,12,32,1233,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-25T12:42:00Z,observed,Coches Tank,Cobre Ridge BZ,460041,3481169,NA,NA,no,stock tank,runoff,79,38,12,42,1308,26,lentic,none,27.2,26,33,still,10,algae,0,NA,0,NA,0,0,"adults 75-80mm SVL, juvs 55-60mm SVL"
2023-10-25T13:03:00Z,observed,False Tank,Cobre Ridge BZ,463919,3489271,NA,NA,no,stock tank,runoff,65,40,13,03,1312,9,lentic,none,24.9,22.8,47.7,still,0,NA,0,NA,0,NA,10,grasses,Surface covered in film of woody debris from heavy rain yesterday.
2023-10-25T13:35:00Z,none,Coches Well,Cobre Ridge BZ,461999,3482706,NA,NA,no,stock tank,well,12,10,13,35,1342,7,lentic,none,28,25.8,29.5,still,0,NA,0,NA,0,NA,15,"grasses, shrubs",NA
2023-10-25T13:40:00Z,observed,Watergate Tank,Cobre Ridge BZ,465415,3489074,NA,NA,no,stock tank,runoff,nr,nr,13,40,1348,8,lentic,none,23.7,23.9,43.4,still,0,NA,0,NA,0,NA,0,0,"Water level low, down 1m."
2023-10-25T14:20:00Z,observed,Alamito Tank,Cobre Ridge BZ,462976,3484700,NA,NA,no,stock tank,runoff,23,10,14,20,1434,14,lentic,none,27.2,21.3,34,breezy,100,Lemma,0,NA,0,NA,0,0,75mm SVL. Southwestern shallow portion of tank dry (photo JML)
2023-10-25T15:10:00Z,observed,Bull Tank,Cobre Ridge BZ,463622,3483865,NA,NA,no,stock tank,runoff,22,11,15,10,1517,7,lentic,none,27,22.9,34.5,still,85,Lemma,0,NA,0,NA,0,0,1 adult & 1 juv KISO turtle shell found.
2023-10-25T15:34:00Z,none,Encinas Tank,Cobre Ridge BZ,463149,3486675,NA,NA,yes,stock tank,runoff,NA,NA,15,34,1535,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-25T16:26:00Z,none,Frog Tank,RU1,465419,3485055,NA,NA,no,stock tank,runoff,nr,nr,16,26,1635,9,lentic,none,20.8,21.3,49.5,still,0,NA,15,Potamogeton,0,NA,0,0,NA
2023-10-25T17:28:00Z,none,Teacup Tank,RU1,466100,3485212,NA,NA,no,stock tank,runoff,NA,NA,17,28,1729,1,lentic,none,n/a,n/a,n/a,still,0,NA,0,NA,0,NA,0,0,DRY
2023-10-25T18:14:00Z,observed,Alamo Tank,RU1,466978,3483241,NA,NA,no,stock tank,runoff,nr,nr,18,14,1822,12,lentic,none,18.600000000000001,19.8,51.1,still,0,NA,0,NA,0,NA,0,0,"70-80mm, water down <3m"
2023-10-25T18:32:00Z,observed,Mojonera Tank,RU1,469559,3481079,NA,NA,no,stock tank,runoff,19,13,18,32,1923,51,lentic,none,16.5,18.100000000000001,55.1,still,90,Lemma,10,"Potamogeton, algae",15,"Eleocharis, seepwillow, grasses",40,"grasses, seepwillow, Eleocharis","adults 65-90mm, juvs 50-60mm SVL. Above dam pool: 26x16m. 2 ringtail cats observed."
2023-10-25T18:43:00Z,observed,Jarillas Tank,RU1,467081,3484459,NA,NA,no,stock tank,runoff,nr,nr,18,43,1900,17,lentic,none,14.7,19.3,59.9,still,0,NA,60,Elodea,0,NA,20,grasses,65-75mm
2023-10-25T19:17:00Z,observed,Frog Tank,RU1,465419,3485055,NA,NA,no,stock tank,runoff,nr,nr,19,17,1926,9,lentic,none,15.1,19.5,48.2,still,0,NA,15,Potamogeton,0,NA,0,0,All on E bank (berm side)
2023-10-25T20:27:00Z,observed,Agua Cercada Tank,RU1,469595,3482070,NA,NA,no,stock tank,runoff,47,29,20,27,2045,18,lentic,none,16.7,n/a,46,still,0,NA,0,NA,0,NA,0,0,70-80mm
2023-10-26T11:38:00Z,none,Dead Cow Tank,Cobre Ridge BZ,473184,3487974,NA,NA,no,stock tank,runoff,35,25,11,38,1148,10,lentic,none,25.8,22.9,39,still,0,NA,0,NA,0,NA,0,0,NA
2023-10-26T11:42:00Z,observed,Chilton Tank,Cobre Ridge BZ,465838,3490344,NA,NA,no,stock tank,runoff,35,24,11,42,1158,16,lentic,none,n/a,23.1,n/a,breezy,40,algae,0,NA,0,NA,5,grassses,NA
2023-10-26T12:14:00Z,observed,Arivaca Tank,Cobre Ridge BZ,465686,3491105,NA,NA,no,stock tank,runoff,47,41,12,14,1221,7,lentic,none,24.9,24.1,29.8,breezy,20,algae,0,NA,0,NA,0,0,NA
2023-10-26T12:30:00Z,observed,Loading Tank,Cobre Ridge BZ,476476,3480972,NA,NA,no,stock tank,runoff,29,23,12,30,1242,12,lentic,none,25.8,22.9,39,still,0,NA,0,NA,0,NA,0,0,Tank north of Ruby Coral. Formerly called Pasture Tank in old GPS unit.
2023-10-26T12:54:00Z,none,Side Pocket Tank,Cobre Ridge BZ,469567,3487382,NA,NA,no,stock tank,runoff,10,8,12,54,1257,3,lentic,none,25.6,25.8,27,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-10-26T13:15:00Z,none,Fraguita Tank,Cobre Ridge BZ,469440,3486126,NA,NA,no,stock tank,runoff,16,10,13,15,1323,8,lentic,none,27.8,21.5,24.9,breezy,0,NA,0,NA,0,NA,0,0,NA
2023-10-26T13:46:00Z,none,Arrastra Tank,Cobre Ridge BZ,471146,3485345,NA,NA,no,stock tank,runoff,18,7,13,46,1354,8,lentic,none,28,29.4,25.2,breezy,0,NA,70,Potamogeton,0,NA,0,0,NA
2023-10-26T18:50:00Z,none,Mineral Lake,Cobre Ridge BZ,477937,3480500,NA,NA,no,pond,runoff,n/r,n/r,18,50,1919,29,lentic,none,12.7,19,64.400000000000006,still,5,algae,20,milfoil,10,"Typha, willow, grasses",50,"grasses, Typha, shrubs, trees",sunfish and bass jumping
2023-10-26T19:45:00Z,none,Town Lake,Cobre Ridge BZ,477687,3480550,NA,NA,no,pond,runoff,n/r,n/r,19,45,2012,27,lentic,none,18.5,19.3,50.8,still,0,NA,10,algae,15,willow,80,"grass, shrubs, forbs, willow",NA
2023-10-27T15:50:00Z,observed,Bill Woods Tank,San Rafael Valley,547639,3475707,NA,NA,no,stock tank,runoff,25,22,15,50,1602,12,lentic,none,18.2,22.6,n/a,still,0,NA,10,chara,0,NA,0,0,NA
2023-10-27T16:20:00Z,none,Jack Tank,San Rafael Valley,546800,3474079,NA,NA,no,stock tank,runoff,28,19,16,20,1627,7,lentic,none,18.3,21.6,n/a,still,0,NA,5,Potamogeton,0,NA,0,0,Potamogeton
2023-10-27T16:35:00Z,observed,Rosemary Tank,San Rafael Valley,545004,3472983,NA,NA,no,stock tank,runoff,44,31,16,35,1644,9,lentic,none,21.3,18.600000000000001,n/a,still,0,NA,0,NA,0,NA,10,grasses,Great blue heron caught a RACA!
2023-11-01T17:37:00Z,observed,Little Tank,RU1,470265,3478750,NA,NA,no,stock tank,runoff,40,21,17,37,1749,12,lentic,none,18.2,19.3,36.299999999999997,still,0,NA,0,NA,0,NA,0,0,65-75mm. First survey since translocation on 9/19/23
2023-11-01T18:44:00Z,observed,Sierra Bonita Tank,RU1,470936,3478133,NA,NA,no,stock tank,runoff,103,44,18,44,1859,15,lentic,none,18.600000000000001,17.5,29.5,still,0,NA,0,NA,0,NA,5,grasses,65-75mm. First survey since translocation on 9/19/23
2023-11-02T19:06:00Z,observed,Empire Gulch Spring,LCNCA,534425,3516971,534180,3516981,no,stream,spring,NA,6,19,06,1929,23,lotic,none,9.1999999999999993,17.7,44.5,still,85,Lemma,0,NA,10,"Typha, watercress grasses, willow",70,"grasses, forbs, cottonwood, willow",NA
2024-03-06T20:07:00Z,none,Chulo Tank,Cobre Ridge,470443,3483376,NA,NA,no,stock tank,runoff,83,50,20,07,2020,13,lentic,none,10,11.5,50.5,windy,0,NA,0,NA,10,"eleocharis, grasses",0,"eleocharis, grasses",NA
2024-03-06T20:56:00Z,none,Ostrich Tank,Cobre Ridge,470532,3484167,NA,NA,no,stock tank,runoff,19,18,20,56,2100,4,lentic,none,9.8000000000000007,12,54.8,windy,0,NA,0,NA,0,NA,0,grasses,NA
2024-03-06T21:45:00Z,none,Arrastra Tank,Cobre Ridge,471146,3485345,NA,NA,no,stock tank,runoff,56,21,21,45,2155,10,lentic,none,11,13.1,43.8,breezy,0,NA,10,algae,0,NA,90,"grasses, forbs",NA
2024-03-06T22:17:00Z,none,Fraguita Tank,Cobre Ridge,469440,3486126,NA,NA,no,stock tank,runoff,35,20,22,17,2223,6,lentic,none,11,12.2,44.3,windy,0,NA,0,NA,0,NA,0,0,NA
2024-03-06T22:40:00Z,none,Side Pocket Tank,Cobre Ridge,469567,3487382,NA,NA,no,stock tank,runoff,52,43,22,40,2244,4,lentic,none,11.1,13.1,52,still,0,NA,0,NA,0,NA,0,0,NA
2024-03-06T22:53:00Z,none,Muleshoe Tank,Cobre Ridge,468805,3488245,NA,NA,no,stock tank,runoff,60,26,22,53,2300,7,lentic,none,10.9,12.6,45.1,breezy,0,NA,0,NA,0,NA,0,0,NA
2024-03-06T23:41:00Z,none,Chilton Tank,Cobre Ridge,465838,3490344,NA,NA,no,stock tank,runoff,71,40,23,41,2348,7,lentic,none,11.6,11.5,37.1,windy,0,NA,0,NA,5,eleocharis,15,"eleocharis, grasses",NA
2024-03-06T23:59:00Z,none,Arivaca Tank,Cobre Ridge,465686,3491105,NA,NA,no,stock tank,runoff,137,48,23,59,20,21,lentic,none,9.8000000000000007,12.5,40.799999999999997,breezy,0,NA,0,NA,5,eleocharis,30,"eleocharis, grasses, mesquite, barberry",NA
2024-03-07T01:16:00Z,none,Cemetery Tank,Cobre Ridge,472869,3483682,NA,NA,no,stock tank,runoff,n/r,n/r,01,16,2129,13,lentic,none,9.1999999999999993,12.2,43.2,breezy,0,NA,0,NA,0,NA,15,grasses,NA
2024-03-07T12:49:00Z,none,Jarillas Tank,Cobre Ridge,467081,3484459,NA,NA,no,stock tank,runoff,117,81,12,49,1302,13,lentic,none,12.1,12.6,72,windy,0,NA,5,"grasses, algae",0,NA,10,"grasses, oak, eleocharis",NA
2024-03-12T19:21:00Z,none,Woodchopper Tank,Canelo,542734,3481716,NA,NA,no,stock tank,runoff,39,27,19,21,1934,13,lentic,none,11.8,16.5,30.9,still,0,NA,30,algae,0,NA,0,0,Tank is relatively small/veg free a the moment. -> seine? No salamanger activity observed
2024-03-12T19:50:00Z,none,Upper Tank,Canelo,542419,3483076,NA,NA,no,stock tank,runoff,50,17,19,50,1958,8,lentic,none,9.6999999999999993,15.9,32.5,still,0,NA,0,NA,0,NA,0,0,NA
2024-03-12T20:12:00Z,none,Border Tank,Canelo,541581,3483029,NA,NA,no,stock tank,runoff,25,21,20,12,2017,5,lentic,none,9.5,11.3,30.1,still,5,algae,30,"potamogeton, algae",10,scirpus,40,scirpus,NA
2024-03-12T20:26:00Z,none,Little Outfit Tank,Canelo,540880,3482884,NA,NA,no,stock tank,runoff,42,30,20,26,2031,5,lentic,none,11.9,11.9,23.4,still,0,NA,0,NA,5,hydrocotyl,0,0,NA
2024-03-12T20:39:00Z,none,Canelo Tank,Canelo,542159,3483936,NA,NA,no,stock tank,runoff,19,18,20,39,2044,5,lentic,none,9,10.3,32,still,50,algae,25,algae,0,NA,0,0,NA
2024-03-12T21:07:00Z,none,Jelk's Creek,Canelo,544911,3490736,544984,3490993,no,stream,spring,NA,11,21,07,2122,15,lotic,none,11,14.5,28.8,breezy,10,"lemma, algae",20,algae,75,"grasses, eleocharis, scirpus, willow",100,"grasses, eleocharis, willow, forbs",NA
2024-03-12T21:23:00Z,none,Jelk's Pond,Canelo,544907,3490711,NA,NA,no,stock tank,spring,67,19,21,23,2131,8,lentic,none,11,9.6,28.8,breezy,5,algae,15,algae,35,typha,40,"grasses, willow, forbs",NA
2024-03-13T21:54:00Z,removed,Section 7,Babacomari,553765,3500290,554479,3500235,no,stream,spring,NA,NA,21,54,2254,60,lotic,none,9.1,13.1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partial survey, mostly of first big pool, the adults removed were 120-170 mm, the juveniles removed were 65-110 mm"
2024-03-14T19:39:00Z,removed,Section 11,Babacomari,556311,3499660,556744,3499797,no,stream,spring,NA,12,19,39,2020,41,lotic,none,9.4,14.7,48.3,still,15,algae,50,algae,15,"grasses, willow",100,"grasses, shrubs, willow, ash",Could use veg cutting but still surveyable.
2024-03-14T20:42:00Z,removed,Section 13,Babacomari,557083,3500176,557307,3500095,no,stream,spring,NA,n/r,20,42,2108,26,lotic,none,7.9,14,56,still,0,NA,10,algae,20,"scirpus, willow",90,"grasse, shurbs, willow, ash","Needs a boat, veg mgt helpful."
2024-03-19T15:10:00Z,none,Fish Tank,Canelo,541900,3486098,NA,NA,no,stock tank,runoff,48,30,15,10,1521,11,lentic,none,17,18.8,17.899999999999999,windy,10,algae,20,algae,5,eleocharis,10,"eleocharis, grasses","4 ducks present in water, possibly spooked any frogs that may have been present."
2024-03-19T15:35:00Z,none,Double Tank,Canelo,541283,3486809,NA,NA,yes,stock tank,runoff,0,0,15,35,1536,1,lentic,none,NA,NA,NA,breezy,0,NA,0,NA,0,NA,0,0,DRY
2024-03-19T16:47:00Z,none,Pauline Tank,Canelo,546283,3483274,NA,NA,no,stock tank,runoff,35,15,16,47,1653,6,lentic,none,15.8,18.100000000000001,21.9,breezy,0,NA,0,NA,0,NA,0,0,NA
2024-03-19T17:22:00Z,none,Middle Canyon Tank,Canelo,544728,3483282,NA,NA,no,stock tank,runoff,24,22,17,22,1729,7,lentic,none,14,16.3,21.2,breezy,5,algae,10,algae,0,NA,0,0,NA
2024-03-19T19:34:00Z,none,"Turkey Creek, Canelo Project",Canelo,546093,3491491,546787,3492538,no,stream,spring,NA,8,19,34,2059,25,lotic,none,8.3000000000000007,11,44.5,still,10,algae,90,algae,20,"grasses, willow, forbs",100,"grasses, eleocharis, forbs, willow","Surveyed from Canelo main house to ""big pool"" (usual Canelo survey end downstream of house)"
2024-03-19T21:21:00Z,none,"TNC, Lower",Canelo,544875,3492309,544978,3492466,no,stream,spring,NA,5,21,21,2152,31,lotic,none,2.6,8.3000000000000007,60.3,still,10,algae,20,algae,25,"grasses, eleocharis, forbs, willow",100,"grasses, eleocharis, forbs, willow",NA
2024-03-19T21:22:00Z,none,"TNC, Upper",Canelo,544852,3492268,544813,3492004,no,stream,spring,NA,7,21,22,2152,30,lotic,none,2.6,9.4,60.3,still,10,algae,20,algae,75,"grasses, eleocharis, scirpus, willow",100,"grasses, eleocharis, forbs, willow",NA
2024-03-20T14:45:00Z,none,Road Canyon W.P.,LCNCA,540859,3511398,NA,NA,no,wildlife pond,well,16,15,14,45,1450,5,lentic,none,18.8,17.3,30.1,breezy,30,"lemma, algae",60,"potamogeton, algae",80,"forbs, eleocharis, grasses",100,"grasses, eleocharis, mesquite, shrubs",well pipe flowing
2024-03-20T17:20:00Z,none,Empire Gulch Spring,LCNCA,534339,3517030,534180,3516981,no,stream,spring,NA,5,17,20,1739,19,lotic,none,14.7,16.399999999999999,38.700000000000003,breezy,50,"lemma, algae",0,NA,75,"watercress, grasses, willow",80,"grasses, willow",NA
2024-03-20T19:23:00Z,none,Cinco Well W.P.,LCNCA,540544,3516508,NA,NA,no,wildlife pond,well,31,28,19,23,1929,6,lentic,none,13.1,14.6,43.4,still,45,algae,10,algae,15,eleocharis,90,"eleocharis, grasses, willow, cottonwood",NA
2024-03-20T19:52:00Z,none,Gaucho W.P.,LCNCA,537345,3513945,NA,NA,no,wildlife pond,well,25,17,19,52,1957,5,lentic,none,13.5,14.6,47.6,breezy,40,algae,30,algae,15,"eleocharis, grasses",100,"grasses, eleocharis, shrubs",ducks present on water before survey
2024-03-20T20:03:00Z,none,Cottonwood W.P.,LCNCA,536020,3514065,NA,NA,no,wildlife pond,well,36,27,20,03,2011,8,lentic,none,11.7,14.2,49,breezy,25,"hydrocotyl, algae, lemma",10,algae,30,"grasses, eleocharis, bidens",100,"grasses, eleocharis, mesquite",NA
2024-03-20T20:29:00Z,none,Bill's W.P,LCNCA,537982,3516405,NA,NA,no,wildlife pond,well,31,24,20,29,2034,5,lentic,none,12.3,15.2,59.4,breezy,10,"hydrocotyl, algae",10,algae,15,"eleocharis, grasses",100,"eleocharis, grasses",NA
2024-03-20T21:13:00Z,none,Empire Well W.P.,LCNCA,531033,3516382,NA,NA,no,wildlife pond,well,27,26,21,13,2119,6,lentic,none,10.199999999999999,16.8,53.3,breezy,0,NA,90,"potamogeton, algae",15,"eleocharis, grasses",100,"grasses, eleocharis, mesquite, shrubs",NA
2024-03-20T21:48:00Z,none,Maternity Well W.P.,LCNCA,531700,3514054,NA,NA,no,wildlife pond,well,21,19,21,48,2152,4,lentic,none,7.5,14,62.1,still,10,"hydrocotyl, algae",90,algae,20,"eleocharis, grasses",100,"eleocharis, grasses",NA
2024-03-21T12:29:00Z,observed,Dead Cow Tank,Cobre Ridge,473184,3487974,NA,NA,no,stock tank,runoff,61,31,12,29,1246,17,lentic,none,21.3,19.2,27,breezy,0,NA,0,NA,5,eleocharis,0,0,not removed
2024-03-21T13:01:00Z,none,Border Tank,Cobre Ridge,474739,3486644,NA,NA,no,stock tank,runoff,61,59,13,01,1310,9,lentic,none,22.4,19.5,26.8,breezy,5,algae,0,NA,5,"grasses, eleocharis, cocklebur",5,"grasses, eleocharis",NA
2024-03-21T13:28:00Z,none,Juan Tank,Cobre Ridge,475751,3485967,NA,NA,no,stock tank,runoff,64,37,13,28,1334,6,lentic,none,19.8,21.4,29.8,breezy,5,algae,20,algae,0,NA,0,0,NA
2024-03-21T14:00:00Z,observed,Papago Tanks,Cobre Ridge,476721,3483479,NA,NA,no,stock tank,runoff,204,108,14,00,1434,34,lentic,none,20.5,23.45,28.5,breezy,15,algae,15,algae,10,"eleocharis, willow",95,"grasses, eleocharis, willow, oak",Uncertain. Ripple near log beneath emergent willow stand.
2024-03-21T19:23:00Z,observed,Mojonera Tank,Cobre Ridge,469559,3481079,NA,NA,no,stock tank,runoff,51,24,19,23,2000,37,lentic,none,13,16.600000000000001,44.4,still,0,NA,30,"potamogeton, algae",25,"eleocharis, forbs, grasses",90,"grasses, eleocharis, shrubs","Adults 55-80mm, 1 moribund frog. Juvs 40-55mm. 6 dead adult frogs, photo taken & 2 collected (1 decomposed, 1 freshly dead), 1 moribund frog observed"
2024-03-21T20:44:00Z,none,Agua Cercada Tank,Cobre Ridge,469595,3482070,NA,NA,no,stock tank,runoff,66,59,20,44,2054,10,lentic,none,12.5,18,38.799999999999997,still,0,NA,0,NA,0,NA,0,0,NA
2024-03-21T21:45:00Z,none,Yellow Jacket Tank,Cobre Ridge,468606,3483822,NA,NA,no,stock tank,runoff,159,78,21,45,2209,24,lentic,none,10.8,17.100000000000001,47.2,still,0,NA,0,NA,5,"eleocharis, willow",60,"grasses, eleocharis, willow, oak",NA
2024-03-21T22:52:00Z,none,Frog Tank,Cobre Ridge,465419,3485055,NA,NA,no,stock tank,runoff,140,54,22,52,2209,8,lentic,none,8.1999999999999993,17.399999999999999,60,still,0,NA,0,NA,0,NA,0,0,NA
2024-03-26T13:22:00Z,none,False Tank,Cobre Ridge,463919,3489271,NA,NA,no,stock tank,runoff,120,41,13,22,1332,10,lentic,none,16.5,15.7,37.299999999999997,windy,0,NA,0,NA,5,eleocharis,20,"grasses, eleocharis, oak, barberry",NA
2024-03-26T14:21:00Z,observed,Watergate Tank,Cobre Ridge,465415,3489074,NA,NA,no,stock tank,runoff,113,27,14,21,1435,14,lentic,none,13.4,15.5,44.2,windy,0,NA,0,NA,15,"eleocharis, willow",20,"grasses, eleocharis, willow",NA
2024-03-26T15:48:00Z,none,Cloud Tank,Cobre Ridge,465174,3487839,NA,NA,no,stock tank,runoff,19,14,15,48,1553,5,lentic,none,12.5,19.3,39.9,breezy,0,NA,0,NA,5,eleocharis,35,eleocharis,NA
