"Date","surveyors","taxon","Species","No_Obs","Adult","Adults_removed","Juv","Juv_removed","Larvae","Larvae_removed","Egg_mass","Disposition","County","Site_name","Site_at","Start_NAD83_East","Start_NAD83_North","End_NAD83_East","End_NAD83_North","Dry_site","System_type","Water_source","Length_m","Width_m","Start_time","End_time","Total_survey_time","Habitat_type","Precipitation","Air_temp_150cm_C","Water_tmp_5cm_C","Relative_humidity","Wind_speed","Floating_veg_perc","Floating_species","Submerged_veg_perc","Submerged_species","Emergent_veg_perc","Emergent_species","Perimeter_veg_perc","Perimeter_species","Grazing_activity","Comments","Final_Start_NAD83_East","Final_Start_NAD83_North"
2023-09-13,"CLP","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Canelo Tank","Canelo",542159,3483936,NA,NA,"no","stock tank","runoff","26","23","1805","1810",5,"lentic","none","n/a","n/a","n/a","breezy","5","Lemma","35","Potamogeton","20","grasses, Elecharis, smartweed","100","grasses, Elecharis, smartweed","sign","Rain started right away, ended survey",NA,NA
2023-09-13,"JML, RJV","FROG","RACA",25,0,0,25,18,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","57","32","1926","2038",72,"lentic","none","18.399999999999999","22.3","84.6","still","5","Hydrocotyl","25","Potamogeton","25","grasses, Elecharis, smartweed, Potamogeton","100","grasses, Elecharis, forbs, oak","sign","70-85mm",NA,NA
2023-09-13,"CLP","FROG","RACA",7,0,0,7,6,0,0,0,"removed","Santa Cruz","Canelo Tank","Canelo",542159,3483936,NA,NA,"no","stock tank","runoff","26","23","2004","2106",62,"lentic","none","17.399999999999999","22.1","84.6","still","5","Lemma","35","Potamogeton","20","grasses, Elecharis, smartweed","100","grasses, Elecharis, smartweed","sign","100-110mm SVL",NA,NA
2023-09-13,"JML, RJV","FROG","RACA",9,0,0,9,5,0,0,0,"removed","Santa Cruz","Border Tank","Canelo",541580,3483014,NA,NA,"no","stock tank","runoff","27","25","2045","2120",35,"lentic","none","16.8","21.2","90.5","still","0","0","20","Potamogeton","20","grasses, Scirpus","100","grasses, forbs","sign","70-90mm",NA,NA
2023-09-13,"CLP","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Woodchopper Tank","Canelo",542734,3481716,NA,NA,"no","stock tank","runoff","45","32","2131","2148",17,"lentic","none","18.2","26.4","86.4","still","0","0","50","Potamogeton, algae","0","0","50","grasses, Eleocharis","sign",NA,NA,NA
2023-09-14,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Canelo Tank","Canelo",542159,3483936,NA,NA,"no","stock tank","runoff","26","23","1336","1356",20,"lentic","none","27.9","29.4","29.6","windy","5","Lemma","35","Potamogeton","20","grasses, Elecharis, smartweed","100","grasses, Elecharis, smartweed","sign","90mm",NA,NA
2023-09-14,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Unnamed Tank","Canelo",533547,3479939,NA,NA,"no","stock tank","runoff","83","73","1431","1452",21,"lentic","none","30.4","24.9","27.2","windy","5","algae","0","0","0","0","20","grasses, wort","sign","90-100mm SVL. Site is off main road about 5 miles SW of Little Outfit Tank",NA,NA
2023-09-14,"JML, RJV","FROG","RACA",25,0,0,25,18,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","57","32","1535","2021",286,"lentic","none","23.5","23.5","34.4","windy","5","Hydrocotyl","25","Potamogeton","25","grasses, Elecharis, smartweed, Potamogeton","100","grasses, Elecharis, forbs, oak","sign","70-85mm",NA,NA
2023-09-14,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Jelk's Pond","Canelo",544907,3490711,NA,NA,"no","stock tank","spring","56","18","2041","2052",11,"lentic","none","18.7","21.5","59.5","still","60","algae","60","algae","10","grasses, Typha","75","grasses, Typha","sign","90mm",NA,NA
2023-09-14,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Jelk's Creek","Canelo",544911,3490736,544984,3490993,"no","stream","spring",NA,"12","2053","2108",15,"lotic","none","20.100000000000001","18.7","59.5","still","50","Lemma, algae","15","Potamogeton, algae","70","Scirpus, Typha, willlow, Potamogeton","100","grasses, willow, cottonwood, forbs","sign",NA,NA,NA
2023-09-14,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Lower","Canelo",544875,3492309,544978,3492466,"no","stream","spring",NA,"4","2122","2144",22,"lotic","none","12.5","17.3","77","still","0","0","10","algae","30","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none",NA,NA,NA
2023-09-14,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Upper","Canelo",544852,3492268,544813,3492004,"no","stream","spring",NA,"6","2122","2144",22,"lotic","none","12.5","17.3","77","still","0","0","10","algae","20","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none",NA,NA,NA
2023-09-19,"JML, RJV","none","none",53,45,0,8,0,0,0,0,"translocated","Santa Cruz","Little Tank","RU1",470265,3478750,NA,NA,"no","stock tank","runoff","56","26","2107","2125",18,"lentic","none","17.2","22.5","49.2","still","0","0","0","0","0","0","15","grasses","sign","53 RACH released from Mojonera. Another 50 released at Sierra Bonita Tk. 55-70mm, 40-50mm",NA,NA
2023-09-20,"JML, RJV","FROG","RACA",8,0,0,8,5,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","57","32","1924","2015",51,"lentic","none","21.7","20.7","56.7","still","5","Hydrocotyl","25","Potamogeton","25","grasses, Elecharis, smartweed, Potamogeton","100","grasses, Elecharis, forbs, oak","sign","70-95mm",NA,NA
2023-09-20,"CLP","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Canelo Tank","Canelo",542159,3483936,NA,NA,"no","stock tank","runoff","26","23","1925","2005",40,"lentic","none","19.3","19.899999999999999","60.5","still","5","Lemma","60","Potamogeton","5","grasses","90","grasses","sign","2 Laps",NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Double Tank","Canelo",541283,3486809,NA,NA,"no","stock tank","runoff","28","18","1350","1406",16,"lentic","none","32","31.5","22","still","60","algae","70","Potamogeton","5","grasses","5","grasses","present",NA,NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Fish Tank","Canelo",541900,3486098,NA,NA,"no","stock tank","runoff","40","29","1423","1435",12,"lentic","none","30.6","29.6","22.5","breezy","40","Lemma, algae","35","Potamogeton, algae","20","Eleocharis, smartweed","60","grasses, Eleocharis, forbs","sign",NA,NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Canelo Tank","Canelo",542159,3483936,NA,NA,"no","stock tank","runoff","28","22","1450","1502",12,"lentic","none","33.200000000000003","28.9","19.5","still","5","Lemma","60","Potamogeton","5","grasses","90","grasses","sign",NA,NA,NA
2023-09-26,"RJV","FROG","RACA",1,0,0,1,0,0,0,0,"observed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","52","33","1515","1526",11,"lentic","none","33","24.8","20.100000000000001","still","10","Hydrocotyl","20","Potamogeton","5","grasses, Eleocharis, Potamogeton","85","grasses, Elecharis, forbs, oak","sign","On bank.",NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Border Tank","Canelo",541580,3483014,NA,NA,"no","stock tank","runoff","35","26","1535","1543",8,"lentic","none","33.700000000000003","29","20.3","breezy","5","algae","15","Potamogeton","20","grasses, Scirpus","60","grasses, forbs","sign","Whitetail and ducks spooked",NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Woodchopper Tank","Canelo",542734,3481716,NA,NA,"no","stock tank","runoff","42","27","1602","1615",13,"lentic","none","33.799999999999997","28.7","21.3","breezy","15","Hydrocotyl","20","Potamogeton, algae","0","0","5","grasses","none",NA,NA,NA
2023-09-26,"RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Upper Tank","Canelo",542419,3483076,NA,NA,"no","stock tank","runoff","52","20","1637","1645",8,"lentic","none","31.7","26.9","21.6","still","0","0","0","Potamogeton","5","grasses","5","grassses","none",NA,NA,NA
2023-09-26,"RJV","FROG","RACA",10,0,0,10,5,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","52","33","1900","2000",60,"lentic","none","26.4","22.7","27.9","still","10","Hydrocotyl","20","Potamogeton","5","grasses, Eleocharis Potamogeton","85","grasses, Elecharis, forbs, oak","sign",NA,NA,NA
2023-09-26,"RJV","FROG","RACA",3,3,2,0,0,0,0,0,"removed","Santa Cruz","Border Tank","Canelo",541580,3483014,NA,NA,"no","stock tank","runoff","35","26","1926","2016",50,"lentic","none","21.3","23.7","34.799999999999997","still","5","algae","15","Potamogeton","20","grasses, Scirpus","60","grasses, forbs","sign",NA,NA,NA
2023-09-27,"CLP, RJV","FROG","RACH",45,12,0,33,0,0,0,0,"observed","Santa Cruz","Horse Tank","Cobre Ridge BZ",466613,3486982,NA,NA,"no","stock tank","runoff","53","13","1258","1310",12,"lentic","none","33.799999999999997","26.6","24.3","breezy","0","0","10","Potamogeton","0","0","15","grasses","sign",NA,NA,NA
2023-09-27,"CLP, RJV","SNAKE","THCY",1,0,0,1,0,0,0,0,"observed","Santa Cruz","Horse Tank","Cobre Ridge BZ",466613,3486982,NA,NA,"no","stock tank","runoff","53","13","1258","1310",12,"lentic","none","33.799999999999997","26.6","24.3","breezy","0","0","10","Potamogeton","0","0","15","grasses","sign",NA,NA,NA
2023-09-27,"CLP, RJV","FROG","RACH",2,2,0,0,0,0,0,0,"observed","Santa Cruz","Holding tank","RU1",465835,3487204,NA,NA,"no","stock tank","runoff","83","46","1334","1357",23,"lentic","none","33.799999999999997","26.6","23.8","breezy","0","0","0","0","0","0","20","grasses, willow","sign","65mm. Frogs observed in small puddle 3m x 2m between main tank and sand trap. *First observation of RACH at this site.",NA,NA
2023-09-27,"CLP, RJV","SNAKE","THCY",1,0,0,1,0,0,0,0,"observed","Santa Cruz","Holding tank","RU1",465835,3487204,NA,NA,"no","stock tank","runoff","83","46","1334","1357",23,"lentic","none","33.799999999999997","26.6","23.8","breezy","0","0","0","0","0","0","20","grasses, willow","sign",NA,NA,NA
2023-09-27,"CLP, RJV","TURTLE","KISO",2,2,0,0,0,0,0,0,"observed","Santa Cruz","Holding tank","RU1",465835,3487204,NA,NA,"no","stock tank","runoff","83","46","1334","1357",23,"lentic","none","33.799999999999997","26.6","23.8","breezy","0","0","0","0","0","0","20","grasses, willow","sign",NA,NA,NA
2023-09-27,"CLP, RJV","FROG","RACH",3,3,0,0,0,0,0,0,"observed","Santa Cruz","Heifer Tank","RU1",465634,3483545,NA,NA,"no","stock tank","runoff","61","48","1440","1502",22,"lentic","none","33.9","28.2","22.5","breezy","0","0","0","0","0","0","30","grasses","sign","*First observation of RACH at this site. Frogs on steep north banks. 70-80mm SVL.",NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Yellowjacket Tank","RU1",468606,3483822,NA,NA,"no","stock tank","runoff","110","50","1623","1634",11,"lentic","none","31.6","24.8","23.8","breezy","0","0","0","0","0","0","5","grasses, willow","sign",NA,NA,NA
2023-09-27,"CLP, RJV","FROG","RACH",3,3,0,0,0,0,0,0,"observed","Santa Cruz","Ostrich Tank","Cobre Ridge BZ",470532,3484167,NA,NA,"no","stock tank","runoff","14","12","1706","1713",7,"lentic","none","30.3","26.1","22.8","breezy","0","0","0","0","0","0","0","0","sign","65-75mm SVL",NA,NA
2023-09-27,"CLP, RJV","FROG","RACH",28,28,0,0,0,0,0,0,"observed","Santa Cruz","Chulo Tank","Cobre Ridge BZ",470443,3483376,NA,NA,"no","stock tank","runoff","73","39","1732","1741",9,"lentic","none","29.9","23.7","25.1","breezy","0","0","5","Potamogeton","5","grasses","95","grasses, Eleocharis","sign","Detectability very poor due to thick grass around tank. All plops, couldn't see frogs before jump.",NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Cemetery Tank","Cobre Ridge BZ",472838,3483637,NA,NA,"no","stock tank","runoff","63","43","1930","1942",12,"lentic","none","23.4","23.5","29.7","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Corner Tank","Cobre Ridge BZ",474252,3482969,NA,NA,"no","stock tank","runoff","11","6","1953","1959",6,"lentic","none","26.2","22.2","30.7","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Palomas Tank","Cobre Ridge BZ",473208,3481714,NA,NA,"no","stock tank","runoff","16","13","2033","2039",6,"lentic","none","26.9","22.5","28.5","still","15","Lemma","0","0","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Rattlesnake Canyon Pool","Cobre Ridge BZ",474212,3481949,NA,NA,"no","stock tank","runoff","7","3","2107","2111",4,"lentic","none","22.9","21.3","35.6","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Austerlitz Mine","Cobre Ridge BZ",474444,3481398,NA,NA,"no","stock tank","runoff","8","7","2120","2127",7,"lentic","none","23.6","18.5","32.1","still","100","Lemma","0","0","0","0","5","grasses, shrubs","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Austerlitz Tank","Cobre Ridge BZ",474059,3481074,NA,NA,"no","stock tank","runoff","25","11","2143","2150",7,"lentic","none","23.8","n/a","38.299999999999997","still","0","0","5","Potamogeton","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Japanese Tank","Cobre Ridge BZ",474285,3479547,NA,NA,"no","stock tank","runoff","63","28","2204","2210",6,"lentic","none","22.3","21.9","36.799999999999997","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-09-27,"CLP, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Margarita Tank","Cobre Ridge BZ",475617,3478958,NA,NA,"no","stock tank","runoff","57","39","2231","2241",10,"lentic","none","20.2","21.2","38.299999999999997","still","0","0","0","0","0","0","0","0","present",NA,NA,NA
2023-09-28,"CLP, RJV","TURTLE","KISO",2,2,0,0,0,0,0,0,"none","Santa Cruz","Ruby Lakes","Cobre Ridge BZ",477245,3478528,NA,NA,"no","stock tank","runoff","62","29","943","955",12,"lentic","none","29.4","n/a","33.1","still","5","Lemma","0","0","0","0","20","willow","sign","Flock of ducks disturbed area at start of survey.",NA,NA
2023-09-28,"CLP, RJV","TURTLE","TRSC",1,1,0,0,0,0,0,0,"none","Santa Cruz","Ruby Lakes","Cobre Ridge BZ",477245,3478528,NA,NA,"no","stock tank","runoff","62","29","943","955",12,"lentic","none","29.4","n/a","33.1","still","5","Lemma","0","0","0","0","20","willow","sign","Flock of ducks disturbed area at start of survey.",NA,NA
2023-10-03,"JML, RJV","TURTLE","KISO",1,1,0,0,0,0,0,0,"observed","Santa Cruz","Fritz Tank","Canelo",547486,3482050,NA,NA,"no","stock tank","runoff","18","16","1526","1603",37,"lentic","none","24.9","24.2","16","breezy","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Becker's Folly Tank","Canelo",548365,3482989,NA,NA,"no","stock tank","runoff","21","19","1630","1638",8,"lentic","none","25.4","23.1","9.6","breezy","0","0","55","Potamogeton","0","0","0","0","sign",NA,NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Sawtelle Tank","Canelo",548273,3484126,NA,NA,"no","stock tank","runoff","16","14","1707","1711",4,"lentic","none","24.7","21","12.1","breezy","10","algae","20","algae","0","0","0","0","sign","Tank recently dug out.",NA,NA
2023-10-03,"JML, RJV","FROG","RACA",2,0,0,2,1,0,0,0,"removed","Santa Cruz","Border Tank","Canelo",541580,3483014,NA,NA,"no","stock tank","runoff","33","30","1910","1942",32,"lentic","none","19.399999999999999","16.399999999999999","18.100000000000001","still","0","0","15","algae","20","grasses, Scirpus","20","grasses, Scirpus","sign","Removed 75mm, 95mm remains",NA,NA
2023-10-03,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","48","35","1912","1937",25,"lentic","none","19.399999999999999","17.899999999999999","18.100000000000001","still","10","Hydrocotyl","30","Potamogeton","5","Hydrocotyl, Potamogeton, smartweed","90","grasses, Hydrocotyl","sign","80mm",NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Spartacus Pond","Canelo",544862,3491038,NA,NA,"yes","stream","spring",NA,NA,"2022","2025",3,"lentic","none","n/a","n/a","n/a","still","0","0","0","0","0","0","0","0","none","Sparticus, Romulus and surrounding creek pools all dry",NA,NA
2023-10-03,"JML, RJV","FROG","RACA",1,0,0,1,1,0,0,0,"removed","Santa Cruz","Jelk's Creek","Canelo",544911,3490736,544984,3490993,"no","stream","spring",NA,"12","2030","2100",30,"lotic","none","12.2","17.3","39.4","still","60","Lemma, algae","5","algae","70","Scirpus, Typha, willlow, grasses","100","grasses, willow, cottonwood, forbs","sign","85mm SVL",NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Jelk's Pond","Canelo",544907,3490711,NA,NA,"no","stock tank","spring","70","21","2101","2111",10,"lentic","none","12.2","17.7","39.4","still","0","0","10","Potamogeton, algae","50","grasses, Typha, willow","40","grasses, Typha, forbs, willow","sign",NA,NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Lower","Canelo",544875,3492309,544978,3492466,"no","stream","spring",NA,"4","2132","2146",14,"lotic","none","10.1","16.3","42.7","still","0","0","10","algae","30","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none",NA,NA,NA
2023-10-03,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","TNC, Upper","Canelo",544852,3492268,544813,3492004,"no","stream","spring",NA,"6","2133","2158",25,"lotic","none","10.1","15.7","42.7","still","0","0","10","algae","20","willow, grasses, Eleocharis, forbs","100","willow, grasses, Eleocharis, forbs","none",NA,NA,NA
2023-10-04,"CLP, JML, RJV","TURTLE","KISO",11,11,0,0,0,0,0,0,"observed","Santa Cruz","Jack Daniels Dam","Elgin Buffer Zone",547974,3505155,NA,NA,"no","stock tank","runoff","95","26","1606","1617",11,"lentic","none","27.5","25.1","18.3","breezy","0","0","0","0","0","0","25","grasses","sign",NA,NA,NA
2023-10-04,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Dry Jack Tank","Elgin Buffer Zone",548151,3504790,NA,NA,"yes","stock tank","runoff",NA,NA,"1626","1627",1,"lentic","none","n/a","n/a","n/a","breezy","0","0","0","0","0","0","0","0","sign","Tank south of Jack Daniels Dam",NA,NA
2023-10-04,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Santa Cruz","Little Jack Daniels Tank","Elgin Buffer Zone",548849,3505482,NA,NA,"no","stock tank","runoff","6","5","1643","1647",4,"lentic","none","26.6","20.399999999999999","17.399999999999999","breezy","0","0","0","0","0","0","5","grasses","sign",NA,NA,NA
2023-10-04,"CLP, JML, RJV","FROG","BUPU",1,1,0,0,0,0,0,0,"observed","Cochise","Mustang Dam","Elgin Buffer Zone",552730,3505274,NA,NA,"no","stock tank","runoff","47","21","1908","1916",8,"lentic","none","21","20.9","21.1","breezy","0","0","0","0","0","0","0","0","sign","Water low. Int rain.",NA,NA
2023-10-04,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Cochise","BZ 10","Elgin Buffer Zone",552890,3508322,NA,NA,"no","stock tank","runoff","76","44","2005","2010",5,"lentic","none","19.5","19.5","22.2","still","0","0","0","0","0","0","0","0","sign",NA,NA,NA
2023-10-04,"CLP, JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Cochise","BZ 11","Elgin Buffer Zone",552038,3509073,NA,NA,"no","stock tank","runoff","55","41","2032","2039",7,"lentic","none","17.7","1937","24.2","still","0","0","10","Potamogeton","0","0","0","0","sign",NA,NA,NA
2023-10-10,"JML, RJV","FROG","RACA",4,0,0,4,3,0,0,0,"removed","Santa Cruz","Little Outfit Tank","Canelo",540880,3482884,NA,NA,"no","stock tank","runoff","48","34","1419","1651",152,"lentic","none","25.5","24.3","25.8","breezy","10","Hydrocotyl","30","Potamogeton","5","Hydrocotyl, Potamogeton, smartweed","90","grasses, Hydrocotyl","sign","75-90mm",NA,NA
2023-10-10,"JML, RJV","FROG","RACA",1,0,0,1,0,0,0,0,"observed","Santa Cruz","Border Tank","Canelo",541580,3483014,NA,NA,"no","stock tank","runoff","32","29","1657","1738",41,"lentic","none","25.5","23.7","25.7","still","0","0","15","algae","20","grasses, Scirpus","20","grasses, Scirpus","sign","not removed, apx 80mm",NA,NA
2023-10-10,"JML, RJV","FROG","RACH",55,53,0,2,0,0,0,0,"observed","Pima","Headwaters","LCNCA",538955,3517243,538874,3516409,"no","stream","spring",NA,"5","1900","2025",85,"lotic","none","19.3","16.2","42.7","still","95","Lemma","5","algae","20","Hydrocotyl, watercress, Eleocharis, Typha, Scirpus, forbs","100","cottonwood, willow, shrubs, forbs, grasses, Typha, Eleocharis, Scirpus","sign","Juv 50mm, Ad 65-90mm. Obscurred view in some pools due to perimeter forbs. End at Pool 5 (4 & below all dry, long stretch of dry pools in middle of survey)",NA,NA
2023-10-10,"JML, RJV","FROG","RAYA",1,1,0,0,0,0,0,0,"observed","Pima","Headwaters","LCNCA",538955,3517243,538874,3516409,"no","stream","spring",NA,"5","1900","2025",85,"lotic","none","19.3","16.2","42.7","still","95","Lemma","5","algae","20","Hydrocotyl, watercress, Eleocharis, Typha, Scirpus, forbs","100","cottonwood, willow, shrubs, forbs, grasses, Typha, Eleocharis, Scirpus","sign","65mm. Obscurred view in some pools due to perimeter forbs. End at Pool 5 (4 & below all dry, long stretch of dry pools in middle of survey)",NA,NA
2023-10-11,"RJV","FROG","RACH",9,8,0,1,0,0,0,0,"observed","Pima","Coldspring","LCNCA",540306,3524938,539671,3523726,"no","stream","spring",NA,"5","1858","2024",86,"lotic","none","18.600000000000001","17.3","39","still","30","Lemma","5","algae","20","forbs, grasses, willow","100","willow, grasses, forbs, cottonwood","sign","adults 65-80mm, juv <50mm",NA,NA
2023-10-11,"RJV","FROG","RAYA",2,2,0,0,0,0,0,0,"observed","Pima","Coldspring","LCNCA",540306,3524938,539671,3523726,"no","stream","spring",NA,"5","1858","2024",86,"lotic","none","18.600000000000001","17.3","39","still","30","Lemma","5","algae","20","forbs, grasses, willow","100","willow, grasses, forbs, cottonwood","sign","55-65mm",NA,NA
2023-10-11,"RJV","FROG","RA??",4,4,0,0,0,0,0,0,"observed","Pima","Coldspring","LCNCA",540306,3524938,539671,3523726,"no","stream","spring",NA,"5","1858","2024",86,"lotic","none","18.600000000000001","17.3","39","still","30","Lemma","5","algae","20","forbs, grasses, willow","100","willow, grasses, forbs, cottonwood","sign","unable to ID",NA,NA
2023-10-11,"JML","FROG","RAYA",23,23,0,0,0,0,0,0,"observed","Pima","Pump Canyon","LCNCA",540306,3524938,540841,3526007,"no","stream","spring",NA,"8","1858","2013",75,"lotic","none","18.5","17.3","39","still","5","Lemma","5","algae","15","forbs, grasses, willow","100","willow, forbs, Eleocharis, cottonwood","sign","55-65mm. No RACH observed",NA,NA
2023-10-11,"JML","FROG","RA??",23,23,0,0,0,0,0,0,"observed","Pima","Pump Canyon","LCNCA",540306,3524938,540841,3526007,"no","stream","spring",NA,"8","1858","2013",75,"lotic","none","18.5","17.3","39","still","5","Lemma","5","algae","15","forbs, grasses, willow","100","willow, forbs, Eleocharis, cottonwood","sign","unable to ID",NA,NA
2023-10-12,"JML, RJV","none","none",0,0,0,0,0,0,0,0,"none","Pima","Road Canyon W.P.","LCNCA",540859,3511398,NA,NA,"no","wildlife pond","well","21","18","1847","1856",9,"lentic","none","20.2","19.600000000000001","50","still","80","Lemma, algae","80","algae","75","grasses, forbs, Eleocharis","100","grasses, forbs, Eleocharis, mesquite","fenced","Wildlife pond has filled significantly",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",8,7,0,1,0,0,0,0,"observed","Pima","Cinco Well W.P.","LCNCA",540544,3516508,NA,NA,"no","wildlife pond","well","33","25","1928","1952",24,"lentic","none","18","17.100000000000001","49.9","still","90","Lemma, algae","0","0","15","Eleocharis, grasses","100","grasses, Eleocharis, willow, cottonwood","fenced","Adults 7-85mm, small juv 40mm. Water level is back to base of perimeter willow & cottonwood",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",91,84,0,7,0,0,0,0,"observed","Pima","Gaucho W.P.","LCNCA",537345,3513945,NA,NA,"no","wildlife pond","well","20","15","2014","2027",13,"lentic","none","16.399999999999999","19.100000000000001","51.8","still","0","0","100","Potamogeton","25","Eleocharis, grasses","100","grasses, Eleocharis, shrubs","fenced","adults 660-85mm, juvs 50-60mm",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",37,35,0,2,0,0,0,0,"observed","Pima","Cottonwood W.P.","LCNCA",536020,3514060,NA,NA,"no","wildlife pond","well","30","21","2031","2048",17,"lentic","none","13","16.600000000000001","69.099999999999994","still","5","Lemma, algae","100","Potamogeton","25","Eleocharis, grasses, forbs","100","Eleocharis, grasses, mesquite","sign","Cows have gotten in (sign). 2 RACH in cattle-accessible area. 65-85mm",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",87,0,0,39,0,0,0,0,"observed","Pima","Maternity Well W.P.","LCNCA",531700,3514054,NA,NA,"no","wildlife pond","well","18","17","2037","2057",20,"lentic","none","15.8","18.100000000000001","57.9","still","0","0","10","algae","25","grasses, Eleocharis","100","grasses, Eleocharis, forbs","fenced","60-75mm",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",21,21,0,0,0,0,0,0,"observed","Pima","Bill's W.P","LCNCA",537982,3516405,NA,NA,"no","wildlife pond","well","29","21","2105","2117",12,"lentic","none","14.7","17","63.1","still","80","algae","10","Eleocharis","20","Eleocharis, grasses, wort","100","grasses, Eleocharis","fenced","70-80mm, none in cattle pond. Water level low (very low in cattle portion)",NA,NA
2023-10-12,"JML, RJV","FROG","RACH",4,4,0,0,0,0,0,0,"observed","Pima","Empire Well W.P.","LCNCA",531033,3516382,NA,NA,"no","wildlife pond","well","26","24","2154","2210",16,"lentic","none","17.2","20.100000000000001","48.1","still","5","Hydrocotyl","85","Chara","15","Eleocharis","100","mesquite, grasses, shrubs, Eleocharis","fenced","small adults, apx 60mm. Well on",NA,NA
